.	0	2	11	20	24	27	28	30	32	
.	0	3313	1156414	1827396	2059431	3121261	3818244	13834005	14888071	
.	1	2	11	20	24	27	28	30	32	
.	1	88	998973	1624742	1852098	2759930	3543128	13510174	14888071	
.	2	2	11	20	24	27	28	30	32	
.	2	1671	852737	1391294	1586856	2388532	3236153	13196381	14888071	
.	3	2	11	20	24	27	28	30	32	
.	3	183	874855	1330444	1558039	2285629	3148059	13032051	14888071	
.	4	2	11	20	24	27	28	30	32	
.	4	1	881496	1327755	1563973	2293341	3162832	13076266	14888071	
.	5	2	9	10	11	12	13	14	20	22	24	27	28	29	30	31	32	33	
.	5	2	250	122303	147275	421893	459184	786353	1036633	1259338	1461457	2175452	2414821	3144890	4891984	5243973	5528852	14888071	
.	6	6	7	8	9	10	11	12	13	14	19	20	22	23	24	25	27	28	29	30	31	32	33	
.	6	132	136	209	406	141708	163744	440933	475139	788216	788235	999748	1207258	1207263	1411895	1411904	2098072	2351596	3105260	4850208	5206713	5497093	14888071	
.	7	2	6	7	8	10	11	12	13	14	18	19	20	22	23	24	25	27	28	29	30	31	32	33	
.	7	1	169	177	439	133647	156648	468032	486878	762264	762269	762301	1004194	1187246	1187252	1384703	1384719	2053452	2321488	3082506	4851471	5226002	5511120	14888071	
.	8	2	6	7	8	10	11	12	13	14	15	18	19	20	21	22	23	24	25	27	28	29	30	31	32	33	35	36	
.	8	6	212	240	493	146127	174248	704713	704809	760094	760096	760107	760160	1110383	1110384	1154313	1154319	1340210	1340226	1982006	2014945	2014971	2452769	3338077	3568008	6187196	14651490	14888071	
.	9	2	6	7	8	9	10	11	12	13	14	16	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	35	36	
.	9	4	212	266	608	629	132679	152731	698097	698120	698133	698135	698149	698194	1070315	1070322	1084156	1084165	1251737	1251755	1251756	1864329	1896641	1896816	2295612	3206521	3439911	5970023	14613919	14888071	
.	10	2	6	7	8	9	10	11	12	13	14	15	16	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	35	36	
.	10	2	287	380	721	788	127707	148272	723167	723206	723228	723236	723238	723258	723314	1073443	1073448	1087386	1087395	1266225	1266238	1266242	1858706	1891180	1891755	2283826	3206702	3436417	5925893	14588890	14888071	
.	11	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	35	36	
.	11	1	321	472	828	952	127898	150289	742605	742645	742680	742693	742696	742697	742717	742795	1096339	1096350	1110788	1110799	1293963	1293983	1293990	1890034	1922903	1924256	2324375	3237302	3466007	5943280	14561459	14888071	
.	12	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	35	36	
.	12	5	329	498	865	1068	139506	159452	690444	690491	690533	690548	690560	690561	690600	690686	1065046	1065073	1078739	1078763	1247274	1247303	1247311	1843443	1876299	1878919	2264684	3180378	3412792	5872673	14534506	14888071	
.	13	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	35	36	
.	13	13	377	597	1815	2089	143143	163213	669992	670048	670101	670121	670136	670147	670295	670522	1023955	1023988	1037331	1037347	1200738	1200777	1200792	1775957	1809176	1813757	2179115	3110814	3344539	5778845	14527188	14888071	
.	14	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	35	36	
.	14	9	580	835	2205	2543	148709	172360	697765	697840	697907	697928	697938	697946	698092	698311	1039792	1039825	1053769	1053792	1227722	1227763	1227786	1797414	1832006	1839208	2208336	3138933	3369824	5795142	14525816	14888071	
.	15	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	35	36	
.	15	5	676	992	3707	4126	157499	179380	718754	718857	718904	719049	719093	719101	719362	719792	1071205	1071248	1085563	1085590	1265911	1265953	1265985	1846166	1882268	1892829	2274176	3186876	3416116	5855246	14520804	14888071	
.	16	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	16	23	2309	2691	4859	5527	160276	190991	371248	514253	694542	729550	729575	729591	729723	730029	735598	842704	856817	1097627	1118163	1118212	1276400	1276668	1282931	1540116	1694634	1808151	2204164	2326551	3746530	3841317	4496894	10021509	14888071	
.	17	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	17	534	2448	2890	4692	7948	146773	176782	351544	493329	670510	704394	704522	704625	704903	705668	720731	831598	845335	1088440	1108358	1108462	1264973	1265286	1271490	1531389	1684103	1797900	2197905	2318465	3755208	3850332	4502190	10037041	14888071	
.	18	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	18	588	4333	4935	6604	24758	160830	190783	358860	497678	667781	697162	697217	697250	697420	697837	705805	811469	825406	1068300	1087836	1087957	1234099	1234381	1240503	1498031	1642194	1746734	2144506	2258925	3694711	3789669	4452978	10004993	14888071	
.	19	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	19	399	4526	5279	12201	28357	165117	196551	364704	505977	678567	708585	708641	708674	708840	709149	717781	820377	834223	1070776	1090670	1090772	1239373	1239660	1246088	1505836	1651548	1752173	2139855	2256792	3666446	3761777	4433084	9987865	14888071	
.	20	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	20	550	7738	8620	13295	22229	161481	194533	360685	506105	683115	715342	715502	715586	715843	716450	732771	835296	849032	1085155	1105202	1105316	1258583	1258903	1265667	1533294	1682963	1781740	2172855	2291658	3697967	3793669	4462104	9999121	14888071	
.	21	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	21	2070	4197	4974	6667	9088	139283	173293	334462	481441	655938	689922	690198	690399	690982	693506	724807	829756	843667	1083482	1103797	1104020	1257944	1259802	1266669	1541095	1692763	1787369	2182201	2303311	3726884	3823005	4488445	10025072	14888071	
.	22	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	22	3572	5136	5997	7563	9469	143257	178788	334982	479081	653399	686766	686932	687020	687431	693192	711584	815367	829724	1072851	1090108	1091996	1204662	1208715	1216387	1533981	1606705	1676303	2043862	2310005	3161130	3173075	4205112	6315845	6358539	11063252	14888071	
.	23	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	23	1198	9885	12122	19894	25592	181323	221429	379157	527570	710161	748177	748251	748299	748557	750987	766665	869764	886869	1131427	1149351	1149756	1269887	1272057	1280285	1602431	1678282	1745399	2116316	2393314	3247506	3259652	4281839	6404864	6447395	11102809	14888071	
.	24	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	24	892	12815	15835	19205	22345	194613	236205	388047	535883	714691	751162	751312	751373	751730	752263	773678	876668	891470	1139263	1157363	1157480	1277601	1278149	1286456	1610845	1688772	1755630	2131917	2416381	3281624	3294313	4315771	6495094	6540347	11201293	14888071	
.	25	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	25	990	2575	7150	8629	10883	161217	207132	350182	489443	670294	717119	717470	717640	718636	720361	756286	858517	873367	1118759	1137199	1137370	1257290	1260583	1269028	1596108	1673903	1741837	2119884	2401426	3271277	3283913	4326556	6520397	6566148	11267527	14888071	
.	26	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	26	38	1529	16928	18334	21582	203160	249926	389143	529721	704294	750634	750770	750834	751128	751543	774658	869683	884374	1128078	1145830	1145981	1263447	1263797	1272365	1599458	1674641	1735291	2109292	2389470	3258364	3270945	4327003	6484560	6525582	11240812	14888071	
.	27	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	27	78	1052	15064	16194	19511	177538	234098	389428	536406	716306	766444	766689	766780	767657	768313	800864	892723	907922	1152857	1171450	1171596	1294947	1295292	1304268	1640428	1719734	1782639	2156458	2445726	3316251	3329073	4382531	6557260	6601054	11299811	14888071	
.	28	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	28	84	1123	16241	17592	21361	178296	236339	389021	534576	707285	754750	754918	755043	755861	756476	788563	876553	891528	1140246	1158244	1158418	1275188	1275563	1284469	1614992	1690181	1749413	2127080	2406442	3278591	3291323	4364098	6531132	6571243	11306063	14888071	
.	29	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	29	100	1592	15512	17339	21497	192391	242600	385832	534993	705329	753079	753299	753428	754236	755426	793988	876708	891597	1136585	1154799	1154963	1273555	1273971	1282759	1616293	1692563	1753879	2128147	2411947	3286029	3298678	4368397	6551895	6593980	11338593	14888071	
.	30	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	30	254	1827	10643	12631	16735	175159	223544	363630	514695	681086	727839	728185	728451	730252	733771	760271	774441	878489	897235	1133614	1142846	1163373	1164281	1311559	1403289	1494680	1698176	2047357	2181298	2755957	3239742	3968270	5612592	6579187	11332651	14888071	
.	31	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	31	153	9816	15657	27481	35032	192993	242600	384701	540951	700034	746520	746751	746928	747846	749326	773008	784969	884117	903183	1134609	1144362	1165245	1165940	1314859	1406457	1497388	1701440	2044010	2179501	2747611	3233944	3956904	5599738	6564471	11320587	14888071	
.	32	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	32	129	5845	15465	21573	28061	189140	240933	385587	547355	706887	756509	756809	757027	758244	760387	787785	798377	899801	919639	1152004	1162314	1183590	1184308	1336474	1428880	1522392	1729262	2072794	2210300	2780131	3273875	3993720	5644755	6606687	11348215	14888071	
.	33	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	33	60	12420	19564	30252	38535	190088	237199	376794	536249	677912	720511	720833	721110	721936	723449	752205	761370	860183	880255	1109132	1118478	1138588	1139082	1280860	1371211	1458406	1657925	2003364	2135036	2704699	3181252	3916062	5561997	6537100	11344099	14888071	
.	34	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	34	79	9677	16294	22572	29783	179756	228577	373828	543009	684198	728884	729436	729879	731793	735382	770051	777642	874432	895420	1116788	1126625	1147859	1148512	1297337	1388630	1478345	1682681	2016710	2151995	2709629	3199260	3918286	5567121	6530864	11339697	14888071	
.	35	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	35	77	10492	19624	27296	35976	185266	234781	382860	558304	695281	743675	744134	744531	745349	746983	780475	786693	882365	904164	1124730	1134665	1155507	1156116	1305232	1395328	1487750	1689619	2022614	2158434	2710839	3193138	3893698	5504478	6443975	11098064	14566875	
.	36	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	36	13114	21423	33437	39616	48677	198321	248025	397496	580207	709721	758587	759065	759546	760495	762175	798848	803972	900182	923406	1146443	1156505	1177378	1178010	1327144	1418441	1512956	1713894	2053831	2189098	2750009	3234257	3945106	5569775	6514491	11143288	14558106	
.	37	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
